image_name,resized_size,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,aspect_ratio
Image_3386,384,134,73,99,2.78,0.54
Image_3385,384,91,75,83,2.63,0.82
Image_3384,384,102,78,89,3.55,0.76
Image_3383,384,109,159,132,6.42,1.46
Image_3382,384,153,91,118,2.8,0.59
Image_3381,384,58,83,69,8.0,1.43
Image_3380,384,83,59,70,3.23,0.71
Image_3379,384,71,102,85,6.5,1.44
Image_3378,384,64,84,73,4.31,1.31
Image_3377,384,150,77,107,5.78,0.51
Image_3376,384,76,71,73,4.06,0.93
Image_3375,384,138,93,113,5.55,0.67
Image_3374,384,146,60,94,5.64,0.41
Image_3373,384,65,55,60,5.42,0.85
Image_3372,384,106,82,93,3.91,0.77
Image_3371,384,118,72,92,2.64,0.61
Image_3370,384,92,98,95,5.58,1.07
Image_3368,384,97,86,91,3.61,0.89
Image_3367,384,134,72,98,6.46,0.54
Image_3366,384,120,117,118,4.52,0.97
Image_3365,384,66,80,73,6.92,1.21
Image_3364,384,105,68,84,2.82,0.65
Image_3363,384,102,135,117,5.24,1.32
Image_3362,384,68,78,73,3.01,1.15
Image_3361,384,56,68,62,6.09,1.21
Image_3360,384,78,120,97,2.59,1.54
Image_3359,384,100,94,97,3.98,0.94
Image_3358,384,129,108,118,6.75,0.84
Image_3357,384,130,62,90,5.26,0.48
Image_3356,384,16,18,17,4.72,1.12
Image_3355,384,155,80,111,5.27,0.52
Image_3354,384,140,109,124,6.83,0.78
Image_3353,384,125,70,94,2.94,0.56
Image_3352,384,101,71,85,6.19,0.7
Image_3349,384,57,90,72,5.49,1.58
Image_3348,384,82,55,67,3.85,0.67
Image_3347,384,93,69,80,1.72,0.74
Image_3346,384,70,84,77,6.27,1.2
Image_3345,384,81,103,91,3.57,1.27
Image_3343,384,62,40,50,2.53,0.65
Image_3307,384,94,112,103,4.26,1.19
Image_3306,384,66,84,74,2.69,1.27
Image_3305,384,73,90,81,4.11,1.23
Image_3304,384,81,103,91,3.76,1.27
Image_3303,384,98,123,110,3.94,1.26
Image_3302,384,102,120,111,4.05,1.18
Image_3301,384,58,66,62,4.44,1.14
Image_3300,384,82,107,94,4.57,1.3
Image_3299,384,58,70,64,2.92,1.21
Image_3298,384,62,86,73,3.08,1.39
Image_3297,384,91,122,105,3.68,1.34
Image_3296,384,75,91,83,2.87,1.21
Image_3295,384,64,50,57,4.57,0.78
Image_3294,384,72,96,83,2.69,1.33
Image_3293,384,68,89,78,5.13,1.31
Image_3291,384,24,40,31,3.11,1.67
Image_3290,384,43,46,44,2.4,1.07
Image_3289,384,65,86,75,5.98,1.32
Image_3288,384,98,62,78,4.24,0.63
Image_3287,384,34,52,42,1.73,1.53
Image_3286,384,65,82,73,4.63,1.26
Image_3264,384,32,48,39,2.94,1.5
Image_3263,384,31,51,40,2.26,1.65
Image_3262,384,40,74,54,4.69,1.85
Image_3261,384,15,23,19,2.34,1.53
Image_3260,384,25,26,25,2.16,1.04
Image_3259,384,23,38,30,1.49,1.65
Image_3258,384,85,55,68,3.48,0.65
Image_3257,384,9,8,8,1.37,0.89
Image_3256,384,18,11,14,1.69,0.61
Image_3255,384,26,19,22,2.16,0.73
Image_3254,384,55,69,62,2.45,1.25
Image_3252,384,14,14,14,0.69,1.0
Image_3251,384,9,13,11,1.19,1.44
Image_3250,384,59,34,45,2.9,0.58
Image_3249,384,9,12,10,1.47,1.33
Image_3247,384,36,55,44,1.7,1.53
Image_3246,384,33,22,27,1.73,0.67
Image_3245,384,15,13,14,1.76,0.87
Image_3244,384,15,21,18,1.68,1.4
Image_3243,384,39,64,50,3.32,1.64
Image_3242,384,8,11,9,2.16,1.38
Image_3241,384,34,48,40,3.52,1.41
Image_3240,384,9,6,7,1.63,0.67
Image_3239,384,8,115,30,1.73,14.38
Image_3237,384,36,47,41,4.01,1.31
Image_3236,384,42,64,52,4.74,1.52
Image_3235,384,33,25,29,3.55,0.76
Image_3234,384,80,96,88,4.77,1.2
Image_3233,384,35,54,43,4.89,1.54
Image_3232,384,17,26,21,2.53,1.53
Image_3231,384,41,24,31,4.04,0.59
Image_3230,384,52,125,81,4.8,2.4
Image_3229,384,33,38,35,3.24,1.15
Image_3228,384,17,27,21,3.16,1.59
Image_3227,384,56,69,62,6.3,1.23
Image_3226,384,21,29,25,3.7,1.38
Image_3225,384,40,40,40,3.81,1.0
Image_3224,384,78,109,92,3.73,1.4
Image_3223,384,18,35,25,3.71,1.94
Image_3221,384,46,41,43,4.99,0.89
Image_3220,384,9,81,27,2.96,9.0
Image_3219,384,21,122,51,4.03,5.81
Image_3218,384,13,104,37,2.31,8.0
Image_3217,384,33,146,69,4.42,4.42
Image_3216,384,62,91,75,2.58,1.47
Image_3215,384,19,36,26,2.56,1.89
Image_3214,384,16,169,52,5.76,10.56
Image_3213,384,17,53,30,2.14,3.12
Image_3211,384,12,153,43,6.09,12.75
Image_3209,384,6,71,21,2.88,11.83
Image_3208,384,12,104,35,3.03,8.67
Image_3207,384,17,54,30,3.02,3.18
Image_3206,384,12,79,31,2.85,6.58
Image_3205,384,12,42,22,2.22,3.5
Image_3204,384,23,67,39,2.58,2.91
Image_3203,384,19,146,53,2.72,7.68
Image_3202,384,28,150,65,5.34,5.36
Image_3201,384,14,133,43,2.27,9.5
Image_3200,384,6,91,23,3.27,15.17
Image_3199,384,5,42,14,2.01,8.4
Image_3198,384,15,88,36,1.48,5.87
Image_3197,384,12,83,32,4.72,6.92
Image_3196,384,21,74,39,3.89,3.52
Image_3195,384,16,87,37,2.26,5.44
Image_3194,384,16,92,38,2.09,5.75
Image_3193,384,6,35,14,1.76,5.83
Image_3192,384,9,99,30,2.96,11.0
Image_3191,384,7,70,22,1.92,10.0
Image_3190,384,10,71,27,2.59,7.1
Image_3189,384,33,138,67,4.44,4.18
Image_3188,384,16,137,47,2.95,8.56
Image_3187,384,5,29,12,1.86,5.8
Image_3186,384,24,65,39,3.28,2.71
Image_3184,384,15,90,37,1.77,6.0
Image_3182,384,103,107,105,5.98,1.04
Image_3181,384,60,69,64,2.81,1.15
Image_3180,384,28,29,28,3.0,1.04
Image_3178,384,82,95,88,5.39,1.16
Image_3177,384,55,74,64,3.15,1.35
Image_3176,384,52,58,55,3.38,1.12
Image_3175,384,58,72,65,4.2,1.24
Image_3174,384,72,50,60,3.53,0.69
Image_3173,384,43,59,50,3.26,1.37
Image_3172,384,71,91,80,4.45,1.28
Image_3171,384,67,92,79,4.41,1.37
Image_3169,384,86,119,101,5.18,1.38
Image_3168,384,40,50,45,3.69,1.25
Image_3167,384,104,161,129,2.57,1.55
Image_3166,384,111,110,110,3.96,0.99
Image_3165,384,87,124,104,4.19,1.43
Image_3164,384,86,158,117,4.95,1.84
Image_3163,384,72,75,73,4.29,1.04
Image_3161,384,91,56,71,6.89,0.62
Image_3152,384,34,34,34,2.34,1.0
Image_3151,384,13,16,14,1.73,1.23
Image_3150,384,91,82,86,6.22,0.9
Image_3149,384,77,74,75,1.31,0.96
Image_3148,384,24,29,26,2.75,1.21
Image_3147,384,30,15,21,2.36,0.5
Image_3146,384,25,39,31,1.95,1.56
Image_3145,384,50,41,45,4.81,0.82
Image_3144,384,35,62,47,3.17,1.77
Image_3143,384,30,14,20,2.5,0.47
Image_3142,384,24,16,20,3.23,0.67
Image_3141,384,22,19,20,2.01,0.86
Image_3140,384,13,8,10,2.17,0.62
Image_3139,384,25,14,19,3.39,0.56
Image_3138,384,19,30,24,3.46,1.58
Image_3137,384,10,17,13,1.94,1.7
Image_3136,384,19,30,24,1.93,1.58
Image_3135,384,17,16,16,2.19,0.94
Image_3134,384,32,40,36,3.78,1.25
Image_3133,384,27,19,23,2.65,0.7
Image_3132,384,49,55,52,3.78,1.12
Image_3131,384,50,55,52,4.1,1.1
Image_3130,384,36,27,31,3.0,0.75
Image_3129,384,38,50,44,3.96,1.32
Image_3128,384,29,22,25,2.41,0.76
Image_3127,384,24,22,23,2.96,0.92
Image_3126,384,100,38,62,4.81,0.38
Image_3124,384,31,25,28,3.35,0.81
Image_3123,384,46,69,56,4.12,1.5
Image_3122,384,38,44,41,5.36,1.16
Image_3121,384,62,58,60,3.23,0.94
Image_3120,384,9,25,15,2.15,2.78
Image_3119,384,25,17,21,2.14,0.68
Image_3118,384,20,12,15,1.98,0.6
Image_3117,384,40,50,45,3.05,1.25
Image_3116,384,20,29,24,2.64,1.45
Image_3110,384,27,36,31,2.92,1.33
Image_3109,384,20,26,23,3.22,1.3
Image_3108,384,39,42,40,2.73,1.08
Image_3107,384,14,22,18,3.24,1.57
Image_3106,384,62,15,30,2.74,0.24
Image_3105,384,49,17,29,3.78,0.35
Image_3104,384,51,18,30,4.34,0.35
Image_3102,384,60,84,71,4.59,1.4
Image_3101,384,120,127,123,6.41,1.06
Image_3100,384,88,124,104,5.62,1.41
Image_3098,384,60,36,46,4.89,0.6
Image_3097,384,106,98,102,5.58,0.92
Image_3096,384,128,98,112,4.81,0.77
Image_3095,384,71,93,81,3.5,1.31
Image_3094,384,54,77,64,3.95,1.43
Image_3093,384,39,45,42,4.7,1.15
Image_3092,384,59,71,65,2.58,1.2
Image_3091,384,110,113,111,1.44,1.03
Image_3090,384,92,137,112,3.32,1.49
Image_3089,384,54,47,50,4.06,0.87
Image_3087,384,13,27,19,3.01,2.08
Image_3086,384,115,74,92,6.6,0.64
Image_3085,384,68,89,78,5.97,1.31
Image_3084,384,119,129,124,4.86,1.08
Image_3083,384,93,117,104,5.53,1.26
Image_3080,384,28,39,33,7.86,1.39
Image_3079,384,44,51,47,3.8,1.16
Image_3078,384,59,100,77,8.14,1.69
Image_3077,384,26,42,33,4.74,1.62
Image_3076,384,28,25,26,4.57,0.89
Image_3075,384,46,58,52,4.89,1.26
Image_3074,384,53,65,59,4.73,1.23
Image_3070,384,312,12,61,2.08,0.04
Image_3067,384,119,14,41,5.41,0.12
Image_3066,384,17,334,75,1.63,19.65
Image_3065,384,114,13,38,2.75,0.11
Image_3064,384,211,11,48,1.62,0.05
Image_3063,384,246,14,59,2.3,0.06
Image_3060,384,150,11,41,1.72,0.07
Image_3056,384,236,12,53,1.83,0.05
Image_3054,384,128,7,30,0.97,0.05
Image_3052,384,154,7,33,2.33,0.05
Image_3047,384,66,14,30,2.29,0.21
Image_3044,384,267,18,69,1.76,0.07
Image_3042,384,294,55,127,2.74,0.19
Image_3041,384,14,329,68,1.68,23.5
Image_3038,384,32,6,14,2.2,0.19
Image_3036,384,166,15,50,1.71,0.09
Image_3034,384,159,8,36,1.73,0.05
Image_3031,384,278,12,58,3.61,0.04
Image_3030,384,226,14,56,1.59,0.06
Image_3029,384,78,20,39,2.39,0.26
Image_3028,384,359,26,97,3.27,0.07
Image_3027,384,84,14,34,5.89,0.17
Image_3026,384,167,4,26,1.63,0.02
Image_3025,384,173,6,32,1.47,0.03
Image_3024,384,30,319,98,2.65,10.63
Image_3023,384,64,13,29,1.44,0.2
Image_3022,384,373,15,75,1.94,0.04
Image_3020,384,302,8,49,1.72,0.03
Image_3019,384,234,10,48,1.54,0.04
Image_3018,384,188,59,105,10.98,0.31
Image_3015,384,6,325,44,6.6,54.17
Image_3014,384,216,9,44,1.19,0.04
Image_3013,384,9,276,50,5.62,30.67
Image_3012,384,95,18,41,2.53,0.19
Image_3008,384,39,12,22,1.19,0.31
Image_3007,384,95,8,28,1.72,0.08
Image_3005,384,99,8,28,2.01,0.08
Image_3002,384,35,10,19,2.41,0.29
Image_3001,384,238,40,98,3.42,0.17
Image_3000,384,93,8,27,1.13,0.09
Image_2998,384,78,16,35,5.69,0.21
Image_2997,384,48,14,26,2.26,0.29
Image_2996,384,120,46,74,6.44,0.38
Image_2995,384,118,54,80,3.72,0.46
Image_2993,384,358,29,102,3.74,0.08
Image_2992,384,156,8,35,1.63,0.05
Image_2991,384,8,335,52,1.37,41.88
Image_2990,384,138,51,84,3.4,0.37
Image_2989,384,89,12,33,2.03,0.13
Image_2988,384,123,47,76,6.36,0.38
Image_2987,384,264,46,110,4.95,0.17
Image_2986,384,126,37,68,5.03,0.29
Image_2985,384,46,118,74,5.39,2.57
Image_2984,384,88,21,43,6.36,0.24
Image_2983,384,128,32,64,3.86,0.25
Image_2982,384,81,113,96,5.96,1.4
Image_2981,384,41,17,26,4.6,0.41
Image_2980,384,105,48,71,5.1,0.46
Image_2979,384,134,23,56,2.48,0.17
Image_2978,384,196,34,82,4.32,0.17
Image_2977,384,351,56,140,4.86,0.16
Image_2975,384,57,50,53,5.39,0.88
Image_2974,384,41,29,34,4.9,0.71
Image_2970,384,78,60,68,4.1,0.77
Image_2969,384,36,29,32,3.68,0.81
Image_2966,384,25,17,21,1.89,0.68
Image_2964,384,60,82,70,6.06,1.37
Image_2963,384,35,39,37,4.62,1.11
Image_2961,384,18,31,24,3.91,1.72
Image_2960,384,40,47,43,4.84,1.18
Image_2958,384,10,25,16,2.4,2.5
Image_2898,384,109,116,112,3.99,1.06
Image_2897,384,76,120,95,3.09,1.58
Image_2895,384,52,62,57,4.68,1.19
Image_2894,384,74,158,108,5.65,2.14
Image_2893,384,57,74,65,3.95,1.3
Image_2892,384,54,85,68,2.5,1.57
Image_2891,384,46,39,42,1.82,0.85
Image_2806,384,48,42,45,3.77,0.88
Image_2805,384,30,75,47,2.56,2.5
Image_2804,384,47,187,94,2.51,3.98
Image_2803,384,56,26,38,3.2,0.46
Image_2802,384,76,160,110,4.84,2.11
Image_2800,384,65,131,92,3.9,2.02
Image_2799,384,39,35,37,1.54,0.9
Image_2797,384,32,20,25,3.19,0.62
Image_2796,384,56,19,33,2.36,0.34
Image_2795,384,69,186,113,1.37,2.7
Image_2794,384,64,46,54,2.81,0.72
Image_2793,384,76,51,62,1.48,0.67
Image_2792,384,20,19,19,3.13,0.95
Image_2791,384,92,77,84,4.41,0.84
Image_2790,384,67,38,50,2.28,0.57
Image_2789,384,69,177,111,3.61,2.57
Image_2788,384,58,81,69,1.19,1.4
Image_2787,384,46,53,49,5.28,1.15
Image_2786,384,100,143,120,2.9,1.43
Image_2785,384,46,34,40,4.59,0.74
Image_2784,384,69,67,68,3.64,0.97
Image_2783,384,69,208,120,7.33,3.01
Image_2782,384,65,60,62,3.11,0.92
Image_2781,384,62,105,81,4.7,1.69
Image_2779,384,60,67,63,5.43,1.12
Image_2778,384,11,29,18,3.4,2.64
Image_2776,384,40,148,77,4.83,3.7
Image_2775,384,5,12,8,1.48,2.4
Image_2774,384,31,25,28,1.64,0.81
Image_2772,384,33,132,66,8.02,4.0
Image_2771,384,32,91,54,2.76,2.84
Image_2770,384,55,25,37,5.36,0.45
Image_2769,384,21,53,33,2.49,2.52
Image_2768,384,12,20,15,3.37,1.67
Image_2767,384,15,13,14,0.69,0.87
Image_2766,384,61,71,66,3.1,1.16
Image_2765,384,77,109,92,4.34,1.42
Image_2764,384,64,91,76,2.03,1.42
Image_2763,384,29,37,33,4.93,1.28
Image_2762,384,15,32,22,2.19,2.13
Image_2761,384,48,93,67,1.73,1.94
Image_2760,384,51,70,60,3.88,1.37
Image_2759,384,95,73,83,4.64,0.77
Image_2757,384,53,75,63,1.97,1.42
Image_2755,384,85,72,78,2.88,0.85
Image_2754,384,57,84,69,4.27,1.47
Image_2753,384,60,112,82,3.1,1.87
Image_2752,384,104,81,92,4.13,0.78
Image_2751,384,56,106,77,4.64,1.89
Image_2750,384,79,115,95,3.8,1.46
Image_2749,384,49,67,57,3.51,1.37
Image_2748,384,35,21,27,2.33,0.6
Image_2747,384,72,96,83,2.06,1.33
Image_2746,384,14,11,12,2.94,0.79
Image_2745,384,12,22,16,2.96,1.83
Image_2744,384,76,119,95,3.56,1.57
Image_2743,384,42,72,55,2.43,1.71
Image_2742,384,42,57,49,4.1,1.36
Image_2741,384,25,37,30,1.77,1.48
Image_2740,384,53,82,66,3.91,1.55
Image_2738,384,44,48,46,4.36,1.09
Image_2737,384,90,110,99,3.5,1.22
Image_2734,384,48,62,55,2.98,1.29
Image_2733,384,105,126,115,4.45,1.2
Image_2732,384,30,22,26,2.84,0.73
Image_2731,384,56,82,68,2.52,1.46
Image_2730,384,51,69,59,3.92,1.35
Image_2729,384,52,74,62,4.48,1.42
Image_2728,384,72,77,74,2.75,1.07
Image_2727,384,63,73,68,3.71,1.16
Image_2726,384,36,58,46,6.32,1.61
Image_2725,384,30,46,37,3.37,1.53
Image_2724,384,23,23,23,3.47,1.0
Image_2723,384,116,118,117,4.98,1.02
Image_2722,384,78,83,80,4.64,1.06
Image_2721,384,69,100,83,2.94,1.45
Image_2720,384,51,68,59,4.71,1.33
Image_2719,384,23,24,23,3.2,1.04
Image_2718,384,85,143,110,4.11,1.68
Image_2717,384,41,60,50,2.47,1.46
Image_2716,384,78,137,103,3.38,1.76
Image_2715,384,32,54,42,2.93,1.69
Image_2713,384,28,29,28,3.35,1.04
Image_2710,384,10,14,12,2.33,1.4
Image_2709,384,69,104,85,3.87,1.51
Image_2708,384,13,19,16,3.31,1.46
Image_2707,384,81,97,89,6.45,1.2
Image_2706,384,112,160,134,5.79,1.43
Image_2705,384,40,52,46,3.15,1.3
Image_2704,384,117,184,147,4.75,1.57
Image_2703,384,96,137,115,5.51,1.43
Image_2702,384,103,96,99,5.13,0.93
Image_2701,384,114,75,92,4.0,0.66
Image_2700,384,104,153,126,1.93,1.47
Image_2699,384,38,50,44,2.03,1.32
Image_2698,384,46,52,49,2.97,1.13
Image_2697,384,63,93,77,2.82,1.48
Image_2696,384,26,35,30,4.56,1.35
Image_2695,384,52,86,67,3.83,1.65
Image_2694,384,32,41,36,5.43,1.28
Image_2690,384,48,55,51,2.26,1.15
Image_2689,384,22,23,22,2.05,1.05
Image_2688,384,28,28,28,2.55,1.0
Image_2687,384,34,27,30,2.17,0.79
Image_2686,384,13,15,14,1.54,1.15
Image_2684,384,19,18,18,1.97,0.95
Image_2683,384,44,66,54,1.28,1.5
Image_2682,384,11,11,11,1.13,1.0
Image_2681,384,13,10,11,2.36,0.77
Image_2680,384,26,39,32,1.49,1.5
Image_2679,384,54,50,52,2.84,0.93
Image_2676,384,39,34,36,3.19,0.87
Image_2674,384,69,74,71,3.63,1.07
Image_2673,384,158,75,109,6.92,0.47
Image_2672,384,19,7,12,2.89,0.37
Image_2671,384,62,19,34,1.94,0.31
Image_2670,384,78,81,79,4.68,1.04
Image_2668,384,84,34,53,4.23,0.4
Image_2667,384,62,56,59,5.61,0.9
Image_2665,384,113,37,65,6.43,0.33
Image_2664,384,75,108,90,2.4,1.44
Image_2663,384,40,32,36,4.33,0.8
Image_2662,384,95,106,100,6.06,1.12
Image_2661,384,40,44,42,3.19,1.1
Image_2660,384,57,135,88,5.4,2.37
Image_2659,384,104,79,91,6.15,0.76
Image_2654,384,57,41,48,5.61,0.72
Image_2653,384,77,28,46,4.29,0.36
Image_2651,384,171,37,80,3.71,0.22
Image_2650,384,64,17,33,1.44,0.27
Image_2648,384,44,33,38,2.55,0.75
Image_2647,384,39,12,22,3.16,0.31
Image_2646,384,83,46,62,7.14,0.55
Image_2644,384,29,13,19,2.09,0.45
Image_2642,384,67,37,50,5.29,0.55
Image_2641,384,31,14,21,3.74,0.45
Image_2640,384,71,56,63,5.71,0.79
Image_2639,384,21,24,22,1.85,1.14
Image_2637,384,60,35,46,4.47,0.58
Image_2636,384,28,23,25,3.15,0.82
Image_2635,384,114,25,53,6.71,0.22
Image_2631,384,44,51,47,4.76,1.16
Image_2630,384,149,77,107,4.7,0.52
Image_2628,384,75,105,89,6.29,1.4
Image_2625,384,172,71,111,6.7,0.41
Image_2624,384,67,45,55,4.11,0.67
Image_2621,384,192,50,98,2.56,0.26
Image_2605,384,12,62,27,2.4,5.17
Image_2602,384,21,115,49,5.85,5.48
Image_2601,384,11,28,18,1.93,2.55
Image_2600,384,38,73,53,4.26,1.92
Image_2598,384,23,71,40,1.85,3.09
Image_2596,384,9,52,22,1.31,5.78
Image_2591,384,29,144,65,3.61,4.97
Image_2590,384,13,40,23,2.67,3.08
Image_2586,384,16,30,22,3.09,1.88
Image_2585,384,33,293,98,7.0,8.88
Image_2584,384,12,74,30,2.71,6.17
Image_2583,384,16,75,35,2.57,4.69
Image_2580,384,13,78,32,3.51,6.0
Image_2575,384,17,91,39,4.68,5.35
Image_2573,384,42,221,96,3.49,5.26
Image_2572,384,21,88,43,4.79,4.19
Image_2570,384,26,152,63,3.52,5.85
Image_2567,384,7,28,14,1.94,4.0
Image_2566,384,19,81,39,3.83,4.26
Image_2565,384,21,67,38,3.56,3.19
Image_2562,384,12,66,28,4.38,5.5
Image_2561,384,11,74,29,2.81,6.73
Image_2559,384,95,193,135,12.26,2.03
Image_2558,384,33,172,75,2.41,5.21
Image_2557,384,12,63,27,5.1,5.25
Image_2556,384,16,66,32,3.98,4.12
Image_2555,384,12,46,23,2.61,3.83
Image_2554,384,19,111,46,4.94,5.84
Image_2553,384,16,47,27,3.63,2.94
Image_2552,384,9,50,21,1.97,5.56
Image_2550,384,19,81,39,3.71,4.26
Image_2547,384,26,126,57,3.67,4.85
Image_2546,384,22,166,60,4.1,7.55
Image_2545,384,29,44,36,2.91,1.52
Image_2543,384,19,62,34,4.96,3.26
Image_2541,384,28,27,27,1.92,0.96
Image_2540,384,22,76,41,2.78,3.45
Image_2539,384,61,55,58,4.24,0.9
Image_2538,384,61,62,61,1.31,1.02
Image_2537,384,49,69,58,4.11,1.41
Image_2536,384,33,225,86,6.99,6.82
Image_2534,384,44,262,107,6.23,5.95
Image_2533,384,70,59,64,5.19,0.84
Image_2531,384,45,112,71,5.45,2.49
Image_2530,384,200,39,88,5.12,0.2
Image_2529,384,35,102,60,3.22,2.91
Image_2528,384,33,223,86,4.77,6.76
Image_2527,384,80,118,97,10.96,1.48
Image_2526,384,104,37,62,3.97,0.36
Image_2525,384,31,60,43,2.59,1.94
Image_2524,384,39,360,118,3.86,9.23
Image_2523,384,79,105,91,4.78,1.33
Image_2522,384,40,87,59,5.72,2.17
Image_2521,384,29,194,75,5.6,6.69
Image_2520,384,32,157,71,4.96,4.91
Image_2519,384,25,67,41,3.14,2.68
Image_2518,384,59,72,65,2.93,1.22
Image_2517,384,22,66,38,2.74,3.0
Image_2516,384,23,84,44,2.7,3.65
Image_2515,384,21,128,52,3.22,6.1
Image_2514,384,21,50,32,5.35,2.38
Image_2513,384,52,166,93,6.52,3.19
Image_2512,384,34,134,67,4.08,3.94
Image_2511,384,16,60,31,2.37,3.75
Image_2510,384,22,61,37,3.42,2.77
Image_2509,384,42,176,86,3.9,4.19
Image_2508,384,43,51,47,2.43,1.19
Image_2507,384,46,48,47,2.86,1.04
Image_2506,384,56,83,68,5.92,1.48
Image_2504,384,18,27,22,2.32,1.5
Image_2503,384,40,60,49,5.25,1.5
Image_2502,384,28,39,33,1.98,1.39
Image_2501,384,17,44,27,2.24,2.59
Image_2500,384,44,67,54,4.26,1.52
Image_2499,384,29,61,42,2.23,2.1
Image_2498,384,19,98,43,1.47,5.16
Image_2497,384,37,88,57,4.01,2.38
Image_2496,384,16,54,29,3.69,3.38
Image_2495,384,29,185,73,2.75,6.38
Image_2494,384,28,97,52,2.76,3.46
Image_2492,384,45,91,64,2.58,2.02
Image_2491,384,31,53,41,2.12,1.71
Image_2490,384,21,85,42,2.25,4.05
Image_2489,384,18,28,22,2.82,1.56
Image_2488,384,54,87,69,6.19,1.61
Image_2487,384,21,62,36,2.19,2.95
Image_2486,384,19,21,20,3.12,1.11
Image_2485,384,24,33,28,3.23,1.38
Image_2484,384,28,61,41,2.4,2.18
Image_2483,384,41,29,34,2.01,0.71
Image_2482,384,48,136,81,2.52,2.83
Image_2481,384,17,78,36,3.99,4.59
Image_2480,384,17,24,20,1.86,1.41
Image_2479,384,12,31,19,2.04,2.58
Image_2478,384,25,84,46,5.27,3.36
Image_2477,384,59,69,64,5.03,1.17
Image_2476,384,34,22,27,2.19,0.65
Image_2474,384,43,34,38,4.07,0.79
Image_2473,384,10,39,20,1.84,3.9
Image_2472,384,34,61,46,1.94,1.79
Image_2471,384,26,47,35,4.87,1.81
Image_2470,384,32,82,51,3.09,2.56
Image_2469,384,14,27,19,1.84,1.93
Image_2468,384,21,69,38,2.95,3.29
Image_2467,384,36,63,48,4.13,1.75
Image_2466,384,18,52,31,3.39,2.89
Image_2465,384,27,66,42,1.63,2.44
Image_2463,384,21,32,26,1.76,1.52
Image_2462,384,32,80,51,2.02,2.5
Image_2461,384,66,70,68,2.15,1.06
Image_2460,384,12,57,26,3.4,4.75
Image_2459,384,12,42,22,3.3,3.5
Image_2458,384,40,100,63,1.43,2.5
Image_2457,384,26,67,42,2.43,2.58
Image_2456,384,25,29,27,3.19,1.16
Image_2455,384,39,64,50,3.36,1.64
Image_2454,384,27,74,45,2.38,2.74
Image_2453,384,25,51,36,1.49,2.04
Image_2452,384,28,64,42,1.89,2.29
Image_2450,384,30,76,48,4.64,2.53
Image_2449,384,22,24,23,2.81,1.09
Image_2447,384,39,106,64,1.68,2.72
Image_2446,384,63,88,74,3.59,1.4
Image_2445,384,80,52,64,2.45,0.65
Image_2444,384,82,95,88,6.65,1.16
Image_2442,384,57,85,70,4.13,1.49
Image_2441,384,61,62,61,2.15,1.02
Image_2440,384,45,41,43,3.28,0.91
Image_2439,384,50,62,56,2.44,1.24
Image_2438,384,71,69,70,4.77,0.97
Image_2437,384,60,111,82,1.89,1.85
Image_2435,384,63,68,65,3.59,1.08
Image_2434,384,81,64,72,4.34,0.79
Image_2432,384,53,75,63,5.83,1.42
Image_2431,384,77,109,92,2.8,1.42
Image_2430,384,83,74,78,3.48,0.89
Image_2429,384,89,56,71,4.82,0.63
Image_2428,384,41,59,49,3.05,1.44
Image_2427,384,59,86,71,5.61,1.46
Image_2426,384,86,68,76,4.72,0.79
Image_2425,384,39,69,52,3.33,1.77
Image_2424,384,52,60,56,2.65,1.15
Image_2423,384,46,58,52,2.05,1.26
Image_2422,384,77,129,100,2.58,1.68
Image_2421,384,46,42,44,3.95,0.91
Image_2420,384,51,113,76,3.68,2.22
Image_2419,384,78,83,80,3.85,1.06
Image_2418,384,89,127,106,3.84,1.43
Image_2417,384,68,89,78,3.65,1.31
Image_2416,384,53,28,39,3.34,0.53
Image_2415,384,61,80,70,6.52,1.31
Image_2403,384,65,38,50,5.11,0.58
Image_2402,384,80,66,73,5.28,0.82
Image_2401,384,36,20,27,1.13,0.56
Image_2400,384,27,28,27,1.47,1.04
Image_2399,384,40,23,30,3.6,0.57
Image_2398,384,71,37,51,1.58,0.52
Image_2394,384,37,21,28,1.31,0.57
Image_2391,384,72,74,73,6.04,1.03
Image_2390,384,21,13,17,2.54,0.62
Image_2387,384,186,62,107,2.52,0.33
Image_2379,384,62,27,41,2.33,0.44
Image_2378,384,49,63,56,2.62,1.29
Image_2373,384,51,26,36,1.54,0.51
Image_2369,384,17,38,25,1.75,2.24
Image_2367,384,49,36,42,6.02,0.73
Image_2361,384,127,96,110,3.0,0.76
Image_2360,384,21,9,14,0.69,0.43
Image_2359,384,34,18,25,1.63,0.53
Image_2357,384,36,20,27,1.48,0.56
Image_2356,384,52,32,41,1.49,0.62
Image_2355,384,22,26,24,3.58,1.18
Image_2354,384,51,16,29,1.83,0.31
Image_2353,384,45,24,33,1.44,0.53
Image_2348,384,20,5,10,2.12,0.25
Image_2347,384,12,5,8,0.97,0.42
Image_2344,384,170,39,81,1.86,0.23
Image_2343,384,77,60,68,2.78,0.78
Image_2342,384,26,12,18,3.08,0.46
Image_2335,384,136,64,93,2.16,0.47
Image_2333,384,101,63,80,2.23,0.62
Image_2332,384,75,36,52,1.94,0.48
Image_2330,384,49,26,36,1.19,0.53
Image_2328,384,24,18,21,0.97,0.75
Image_2327,384,85,47,63,1.13,0.55
Image_2326,384,40,22,30,1.31,0.55
Image_2323,384,104,60,79,1.3,0.58
